血統登録番号,StartDashScore,EarlyTrackingScore,DashMinusTracking,PastPositionScore,HistoryN,StructureSpread,Reliability,Type
2021104357,55.13,55.38,-0.25,64.71,1,0.0,7.0,バランス型
2021104396,42.9,50.36,-7.46,38.7,7,0.1275,63.6,バランス型
2021104446,47.76,40.83,6.93,18.92,2,0.0833,33.3,バランス型
2021104918,43.72,41.18,2.55,31.32,8,0.1833,66.7,バランス型
2021105161,46.67,39.77,6.9,32.91,8,0.0927,66.7,バランス型
2021105178,43.99,44.83,-0.84,27.01,3,0.0157,20.6,バランス型
2021105490,33.83,38.0,-4.18,8.21,4,0.0708,47.0,バランス型
2021105502,57.54,57.92,-0.39,69.53,2,0.0208,17.5,バランス型
2021105540,55.15,57.32,-2.18,59.18,8,0.1286,66.7,バランス型
2021105694,33.43,45.19,-11.76,22.56,8,0.0901,66.7,追走持続型
2021105984,60.86,62.13,-1.27,69.93,8,0.1347,66.7,バランス型
2021100157,69.59,64.89,4.7,81.94,8,0.0739,64.4,バランス型
2021100415,46.19,47.49,-1.3,40.04,8,0.0633,58.5,バランス型
2021101823,58.08,62.54,-4.45,79.57,2,0.0833,33.3,バランス型
2021102031,63.15,61.1,2.05,85.79,2,0.1833,33.3,バランス型
2021102613,54.16,55.22,-1.06,61.54,1,0.0,7.0,バランス型
2021103925,46.52,47.19,-0.67,40.08,8,0.0867,66.7,バランス型
2021104437,58.17,66.94,-8.77,89.4,2,0.025,18.6,追走持続型
2021104564,48.17,41.24,6.93,0.0,1,0.0,7.0,バランス型
2021104998,67.7,64.87,2.83,79.9,8,0.0705,62.5,バランス型
2021105446,49.66,44.73,4.93,15.38,1,0.0,7.0,バランス型
2021106354,48.99,43.96,5.03,27.56,2,0.1292,33.3,バランス型
2021106566,49.96,54.25,-4.29,49.17,2,0.0833,33.3,バランス型
2021109019,67.73,72.81,-5.09,90.93,6,0.1407,60.0,バランス型
2021110031,46.52,47.2,-0.68,40.16,8,0.1301,66.7,バランス型
2018106220,58.65,57.54,1.1,81.82,1,0.0,7.0,バランス型
2020101737,59.2,57.12,2.08,82.35,1,0.0,7.0,バランス型
2021100476,76.13,69.19,6.94,93.35,8,0.082,66.7,バランス型
2021101467,46.85,51.38,-4.53,26.67,1,0.0,7.0,バランス型
2021102381,62.11,65.03,-2.92,83.31,3,0.1667,42.9,バランス型
2021102786,35.04,43.57,-8.53,0.0,2,0.1042,33.3,追走持続型
2021103295,65.75,57.13,8.62,85.59,2,0.0,11.7,テン型
2021103525,59.07,57.83,1.24,68.6,3,0.1069,42.9,バランス型
2021103578,73.83,67.66,6.17,89.52,8,0.1474,66.7,バランス型
2021104320,70.37,57.98,12.39,96.94,2,0.0167,16.3,テン型
2021104921,36.73,43.23,-6.51,18.27,4,0.0907,50.0,バランス型
2021105486,48.15,48.91,-0.76,43.5,8,0.2023,66.7,バランス型
2021105507,69.7,64.72,4.98,89.35,4,0.1056,50.0,バランス型
2021105610,58.12,51.1,7.02,58.78,2,0.1417,33.3,バランス型
2021105877,47.59,47.31,0.28,39.49,5,0.0833,55.6,バランス型
2021106595,65.5,62.99,2.51,75.65,8,0.0715,63.1,バランス型
2021106807,38.94,48.97,-10.03,15.86,2,0.0,11.7,追走持続型
2021107261,59.05,61.9,-2.86,69.78,5,0.112,55.6,バランス型
2021104843,50.37,53.59,-3.22,50.55,8,0.1901,66.7,バランス型
2021100593,49.64,50.42,-0.78,33.33,1,0.0,7.0,バランス型
2021100303,44.65,46.47,-1.82,30.27,3,0.0,15.0,バランス型
2021103283,62.54,61.93,0.6,86.23,2,0.0375,22.1,バランス型
2021104905,43.6,55.96,-12.36,46.77,8,0.1963,66.7,追走持続型
2021105217,31.98,42.79,-10.81,20.39,8,0.1326,66.7,追走持続型
2021105459,55.25,59.9,-4.66,61.57,8,0.1193,66.7,バランス型
2021105560,70.56,63.29,7.26,81.91,8,0.0685,61.4,バランス型
2021106169,54.07,53.92,0.15,57.14,1,0.0,7.0,バランス型
2021104215,61.8,62.34,-0.54,71.15,8,0.141,66.7,バランス型
2017101376,59.26,71.06,-11.8,100.0,2,0.0,11.7,追走持続型
2021103341,49.4,48.95,0.45,41.11,3,0.1069,42.9,バランス型
2021101047,53.32,52.67,0.65,52.12,2,0.075,32.5,バランス型
2021101450,41.58,45.91,-4.33,28.17,4,0.1004,50.0,バランス型
2021101828,52.63,52.85,-0.21,51.73,4,0.0036,19.0,バランス型
2021101837,69.91,66.87,3.03,92.14,4,0.0677,45.7,バランス型
2021102260,56.53,55.88,0.66,60.66,4,0.1346,50.0,バランス型
2021103299,55.85,55.44,0.41,58.02,8,0.0246,37.0,バランス型
2021103995,52.22,50.87,1.36,46.85,2,0.0396,22.7,バランス型
2021105031,54.55,55.17,-0.62,56.83,5,0.0646,49.4,バランス型
2021105901,60.08,60.18,-0.1,68.29,6,0.0857,60.0,バランス型
2021106208,42.08,45.44,-3.36,31.98,6,0.0972,60.0,バランス型
2021106222,41.76,46.81,-5.05,19.04,2,0.025,18.6,バランス型
2021106538,47.68,50.45,-2.77,37.07,2,0.0167,16.3,バランス型
2021107165,63.86,62.8,1.07,79.09,4,0.0896,50.0,バランス型
2021107168,46.09,47.53,-1.43,29.03,2,0.0583,27.9,バランス型
2021109080,49.77,51.13,-1.36,35.71,1,0.0,7.0,バランス型
2021101063,57.51,59.53,-2.02,68.25,3,0.1434,42.9,バランス型
2021101322,67.1,62.85,4.25,83.48,4,0.133,50.0,バランス型
2021101551,58.44,55.75,2.69,63.27,4,0.1174,50.0,バランス型
2021104326,69.62,62.4,7.22,80.2,8,0.0855,66.7,バランス型
2021105005,49.54,47.28,2.26,38.91,3,0.0746,41.7,バランス型
2021105007,43.56,47.51,-3.95,34.33,5,0.1528,55.6,バランス型
2021105578,68.18,66.08,2.1,81.39,8,0.2081,66.7,バランス型
2021105607,51.05,47.88,3.17,44.53,5,0.143,55.6,バランス型
2021105985,75.17,67.84,7.33,91.2,8,0.066,60.0,バランス型
2021106784,41.74,42.32,-0.59,19.99,3,0.0511,33.2,バランス型
2021106806,69.24,68.88,0.36,90.27,5,0.0429,39.3,バランス型
2021106901,64.39,58.2,6.19,83.6,2,0.175,33.3,バランス型
2021106989,52.86,52.75,0.11,50.0,1,0.0,7.0,バランス型
2020104521,59.51,54.9,4.61,77.78,1,0.0,7.0,バランス型
2021100137,58.27,58.05,0.22,63.13,8,0.1254,66.7,バランス型
2021102059,45.57,46.85,-1.27,34.79,4,0.0747,48.6,バランス型
2021102978,52.1,52.78,-0.68,51.03,4,0.1853,50.0,バランス型
2021103023,53.57,53.53,0.04,54.05,2,0.0,11.7,バランス型
2021103209,50.18,51.39,-1.21,43.6,2,0.1,33.3,バランス型
2021103534,49.03,48.3,0.73,42.33,5,0.0286,32.7,バランス型
2021104586,63.56,61.37,2.2,74.8,5,0.0833,55.6,バランス型
2021104854,61.83,66.34,-4.51,75.16,8,0.1774,66.7,バランス型
2021105385,42.51,43.51,-1.0,32.24,8,0.0375,44.2,バランス型
2021105454,46.12,45.9,0.22,38.39,8,0.1526,66.7,バランス型
2021106217,68.52,59.82,8.7,76.04,8,0.1067,66.7,テン型
2021105932,43.38,45.3,-1.91,33.33,6,0.1045,60.0,バランス型
2021100202,63.42,62.4,1.01,88.71,2,0.1292,33.3,バランス型
2021100211,55.53,56.99,-1.46,64.23,2,0.0458,24.4,バランス型
2021101649,73.79,69.85,3.94,96.98,5,0.1812,55.6,バランス型
2021101930,54.43,52.32,2.11,53.55,6,0.1055,60.0,バランス型
2021102195,47.77,43.34,4.43,5.88,1,0.0,7.0,バランス型
2021102339,41.37,43.12,-1.75,30.74,8,0.1348,66.7,バランス型
2021102864,40.65,45.32,-4.67,28.52,5,0.1154,55.6,バランス型
2021104052,44.2,43.93,0.27,18.92,2,0.0708,31.3,バランス型
2021104267,44.51,54.78,-10.28,45.35,8,0.1303,66.7,追走持続型
2021104491,54.68,59.92,-5.24,64.59,3,0.1428,42.9,バランス型
2021105168,80.29,67.82,12.47,97.61,8,0.1477,66.7,テン型
2021105343,56.09,58.24,-2.15,76.47,1,0.0,7.0,バランス型
2021106049,39.64,42.72,-3.08,28.22,8,0.1183,66.7,バランス型
2021106220,40.79,41.27,-0.47,21.62,4,0.1477,50.0,バランス型
2021106287,51.93,50.79,1.14,41.18,1,0.0,7.0,バランス型
2021106701,52.33,47.09,5.24,38.79,2,0.0542,26.7,バランス型
2021109087,50.71,60.19,-9.48,59.26,4,0.1056,50.0,追走持続型
2021101758,60.1,55.63,4.48,62.98,7,0.1825,63.6,バランス型
2021101794,46.45,52.22,-5.76,37.81,2,0.175,33.3,バランス型
2021103267,44.53,52.84,-8.31,42.6,8,0.1113,66.7,追走持続型
2021103691,44.97,51.26,-6.29,20.0,1,0.0,7.0,バランス型
2021103809,56.07,53.68,2.38,58.4,3,0.0434,30.5,バランス型
2021104293,65.8,62.68,3.13,77.51,6,0.1197,60.0,バランス型
2021104410,52.52,53.15,-0.63,50.0,1,0.0,7.0,バランス型
2021105404,54.99,42.92,12.06,40.14,3,0.2183,42.9,テン型
2021105434,39.93,43.99,-4.06,29.72,8,0.1005,66.7,バランス型
2021105755,70.71,65.57,5.14,85.19,7,0.1841,63.6,バランス型
2021106802,27.94,29.93,-1.99,3.59,8,0.1375,66.7,バランス型
2021100494,44.08,43.96,0.12,34.32,8,0.1152,66.7,バランス型
2021101856,53.09,52.56,0.54,50.0,1,0.0,7.0,バランス型
2021102756,52.29,50.16,2.14,40.0,1,0.0,7.0,バランス型
2021105234,62.42,61.45,0.97,73.55,5,0.1406,55.6,バランス型
2021105383,55.43,59.23,-3.8,61.99,6,0.1638,60.0,バランス型
2021105549,61.68,57.56,4.12,68.18,5,0.1288,55.6,バランス型
2021105603,54.57,55.76,-1.2,57.3,6,0.1285,60.0,バランス型
2021105803,54.98,46.12,8.86,46.91,7,0.1797,63.6,テン型
2021105976,62.16,54.52,7.64,67.76,3,0.2288,42.9,バランス型
2021106214,56.66,48.0,8.67,50.07,3,0.1453,42.9,テン型
2021110013,45.76,47.68,-1.92,37.6,5,0.1652,55.6,バランス型
2021100836,64.78,63.2,1.58,92.79,2,0.0833,33.3,バランス型
2021101528,50.06,52.72,-2.65,49.33,8,0.0687,61.5,バランス型
2021101791,55.16,57.16,-2.01,59.0,8,0.0975,66.7,バランス型
2021102039,48.52,47.83,0.69,22.22,1,0.0,7.0,バランス型
2021103821,51.75,64.49,-12.73,63.51,8,0.1647,66.7,追走持続型
2021105228,67.19,62.4,4.79,77.0,8,0.0406,45.9,バランス型
2021105508,58.89,59.67,-0.79,88.89,1,0.0,7.0,バランス型
2021105812,59.18,59.47,-0.28,65.51,8,0.0451,48.4,バランス型
2021105870,44.14,43.86,0.28,25.78,3,0.0157,20.6,バランス型
2021106755,45.07,43.88,1.18,0.0,1,0.0,7.0,バランス型
2021100453,72.58,67.56,5.02,87.59,8,0.1412,66.7,バランス型
2021101064,56.96,53.58,3.39,57.47,8,0.0946,66.7,バランス型
2021100556,45.93,49.4,-3.47,36.5,3,0.0531,34.0,バランス型
2021100865,50.85,51.44,-0.59,40.0,1,0.0,7.0,バランス型
2021101089,67.37,63.2,4.17,84.36,4,0.0217,26.5,バランス型
2021101686,63.12,62.03,1.09,87.51,2,0.0333,20.9,バランス型
2021101869,51.16,52.41,-1.24,47.46,2,0.0208,17.5,バランス型
2021102205,55.61,55.59,0.02,59.96,3,0.0393,29.0,バランス型
2021102277,61.8,59.95,1.85,68.77,8,0.051,51.7,バランス型
2021102638,51.26,47.47,3.79,43.19,4,0.1205,50.0,バランス型
2021103347,41.82,45.12,-3.3,27.84,4,0.1052,50.0,バランス型
2021103552,55.51,55.71,-0.2,58.29,6,0.056,49.0,バランス型
2021103561,38.76,44.94,-6.18,29.45,8,0.0572,55.1,バランス型
2021104457,57.42,55.37,2.04,59.89,7,0.0523,50.0,バランス型
2021104682,51.69,51.86,-0.17,48.69,3,0.0314,26.2,バランス型
2021106316,40.36,45.2,-4.85,21.72,3,0.0196,22.0,バランス型
2021106459,57.12,56.24,0.88,73.33,1,0.0,7.0,バランス型
2021107113,34.91,36.93,-2.02,1.95,3,0.0531,34.0,バランス型
2021103715,58.5,56.56,1.94,78.57,1,0.0,7.0,バランス型
2021103914,46.73,46.92,-0.19,38.91,6,0.1648,60.0,バランス型
2021100254,39.68,46.72,-7.04,14.64,2,0.1042,33.3,バランス型
2021100304,65.57,59.21,6.36,80.8,3,0.0888,42.9,バランス型
2021102035,47.91,50.64,-2.73,37.61,2,0.0354,21.5,バランス型
2021103222,39.85,48.91,-9.06,18.02,2,0.0354,21.5,追走持続型
2021103537,39.44,36.63,2.81,21.89,8,0.171,66.7,バランス型
2021104149,49.96,56.47,-6.51,51.72,3,0.0982,42.9,バランス型
2021104276,64.74,56.83,7.92,100.0,1,0.0,7.0,バランス型
2021104555,62.71,56.21,6.5,91.67,1,0.0,7.0,バランス型
2021104850,48.48,51.88,-3.4,33.33,1,0.0,7.0,バランス型
2021104920,31.71,36.31,-4.6,13.81,8,0.0977,66.7,バランス型
2021105114,40.68,45.35,-4.67,31.92,8,0.1402,66.7,バランス型
2021105684,50.19,53.03,-2.84,48.08,3,0.1493,42.9,バランス型
2021110048,55.63,55.35,0.29,57.73,8,0.0537,53.2,バランス型
2021100200,51.66,47.01,4.65,37.39,2,0.025,18.6,バランス型
2021100923,67.73,63.94,3.79,85.8,4,0.1565,50.0,バランス型
2021101620,42.23,36.04,6.19,0.0,2,0.0833,33.3,バランス型
2021103151,57.25,54.05,3.2,59.92,3,0.1728,42.9,バランス型
2021103842,56.67,61.08,-4.41,74.67,2,0.0,11.7,バランス型
2021104948,48.04,49.15,-1.11,43.59,8,0.0,23.3,バランス型
2021104973,52.67,59.07,-6.41,61.51,3,0.0982,42.9,バランス型
2021106490,52.57,51.22,1.35,48.87,3,0.0982,42.9,バランス型
2021110066,43.99,47.64,-3.64,34.13,4,0.08,50.0,バランス型
2021110093,56.17,62.26,-6.1,71.53,3,0.0926,42.9,バランス型
2020103027,43.61,43.82,-0.21,33.69,8,0.0799,66.7,バランス型
2021106116,41.93,45.5,-3.57,24.38,3,0.0812,42.9,バランス型
2021103828,32.72,42.46,-9.74,5.19,3,0.1474,42.9,追走持続型
2021100756,61.95,55.51,6.44,87.5,1,0.0,7.0,バランス型
2021103607,59.39,56.62,2.77,67.3,3,0.1343,42.9,バランス型
2021104691,53.89,54.89,-1.0,55.5,6,0.0959,60.0,バランス型
2021105219,49.37,52.37,-2.99,37.5,1,0.0,7.0,バランス型
2021105759,36.48,47.27,-10.79,21.98,4,0.1131,50.0,追走持続型
2021106692,61.39,57.14,4.24,65.87,7,0.1261,63.6,バランス型
2021106785,63.0,61.4,1.6,71.54,8,0.0932,66.7,バランス型
2021106814,46.6,47.58,-0.98,37.1,4,0.137,50.0,バランス型
2021107374,39.94,50.01,-10.07,0.0,1,0.0,7.0,追走持続型
2021100030,64.95,65.48,-0.53,81.21,5,0.048,41.7,バランス型
2021101061,56.98,55.61,1.37,64.39,2,0.0,11.7,バランス型
2021101142,56.07,54.38,1.69,57.54,6,0.0514,46.7,バランス型
2021101162,40.41,44.88,-4.47,21.16,3,0.0878,42.9,バランス型
2021101215,60.68,57.91,2.77,75.68,2,0.0083,14.0,バランス型
2021101630,57.64,56.04,1.61,61.42,5,0.125,55.6,バランス型
2021101739,61.52,58.44,3.09,78.22,2,0.0,11.7,バランス型
2021102301,42.49,46.61,-4.11,0.0,1,0.0,7.0,バランス型
2021102736,60.8,55.85,4.95,64.8,6,0.1056,60.0,バランス型
2021103193,69.16,57.87,11.28,77.06,6,0.1234,60.0,テン型
2021103836,57.72,58.06,-0.34,62.89,7,0.078,63.6,バランス型
2021104528,36.85,42.88,-6.04,2.7,2,0.0042,12.8,バランス型
2021104627,65.97,63.29,2.68,80.02,5,0.0541,44.5,バランス型
2021105303,56.92,56.9,0.02,63.82,3,0.0589,36.0,バランス型
2021105466,46.49,46.67,-0.18,39.53,8,0.1163,66.7,バランス型
2021106747,44.89,48.1,-3.21,11.76,1,0.0,7.0,バランス型
2021106774,49.29,45.95,3.34,36.83,3,0.126,42.9,バランス型
2021106994,70.85,64.51,6.33,90.89,4,0.0036,19.0,バランス型
2021107138,59.75,58.32,1.42,65.01,8,0.1332,66.7,バランス型
2020106381,61.01,58.12,2.89,90.91,1,0.0,7.0,バランス型
2021101302,58.57,57.68,0.89,71.07,2,0.0375,22.1,バランス型
2021102046,46.9,45.41,1.49,37.49,6,0.1047,60.0,バランス型
2021101566,53.19,53.06,0.13,52.46,2,0.025,18.6,バランス型
2021101745,52.7,56.74,-4.04,57.51,3,0.1106,42.9,バランス型
2021102157,52.39,49.58,2.81,44.39,2,0.1292,33.3,バランス型
2021103170,56.69,61.12,-4.43,87.5,1,0.0,7.0,バランス型
2021103944,52.43,51.18,1.25,43.75,1,0.0,7.0,バランス型
2021104015,50.07,47.06,3.02,42.83,6,0.1062,60.0,バランス型
2021104074,45.69,45.75,-0.06,37.79,8,0.0726,63.7,バランス型
2021104144,51.21,48.34,2.87,31.25,1,0.0,7.0,バランス型
2021104242,40.04,48.38,-8.34,34.23,8,0.1418,66.7,追走持続型
2021104956,36.74,46.05,-9.31,22.25,4,0.2423,50.0,追走持続型
2021105231,56.84,62.62,-5.78,67.78,6,0.1162,60.0,バランス型
2021105255,62.23,51.52,10.71,60.33,8,0.1322,66.7,テン型
2021105482,46.37,34.54,11.83,2.87,2,0.025,18.6,テン型
2021105581,52.44,55.3,-2.86,54.12,8,0.1212,66.7,バランス型
2021105912,66.01,64.04,1.97,83.47,4,0.1778,50.0,バランス型
2021106644,53.88,49.47,4.41,48.39,4,0.0902,50.0,バランス型
2021107178,51.21,48.34,2.87,31.25,1,0.0,7.0,バランス型
2021101434,54.54,56.29,-1.75,57.47,8,0.1126,66.7,バランス型
2021103845,34.8,43.42,-8.63,23.1,8,0.0785,66.7,追走持続型
2021104141,62.01,60.2,1.81,76.26,3,0.0,15.0,バランス型
2021104502,38.44,39.47,-1.02,0.0,2,0.0375,22.1,バランス型
2021105362,55.87,54.72,1.16,60.65,2,0.0542,26.7,バランス型
2021105856,59.74,60.7,-0.97,67.26,8,0.1818,66.7,バランス型
2021106520,45.24,46.19,-0.94,37.73,8,0.0193,34.1,バランス型
2021109070,54.58,56.94,-2.37,57.93,8,0.098,66.7,バランス型
2021101100,48.14,43.94,4.2,39.0,8,0.1304,66.7,バランス型
2021101186,56.89,54.95,1.95,61.06,3,0.0196,22.0,バランス型
2021100006,54.43,54.51,-0.07,60.0,1,0.0,7.0,バランス型
2021100409,50.51,47.43,3.08,37.46,2,0.125,33.3,バランス型
2021101269,57.95,55.82,2.12,61.22,6,0.0318,36.9,バランス型
2021101439,57.65,57.95,-0.3,80.0,1,0.0,7.0,バランス型
2021101945,47.99,47.62,0.37,20.0,1,0.0,7.0,バランス型
2021102353,44.79,43.07,1.72,33.39,7,0.0771,63.2,バランス型
2021103826,59.8,60.25,-0.44,93.33,1,0.0,7.0,バランス型
2021104162,52.77,54.11,-1.34,53.44,3,0.0864,42.9,バランス型
2021104793,51.8,51.6,0.21,47.21,2,0.0375,22.1,バランス型
2021104877,42.45,43.68,-1.23,15.2,2,0.0375,22.1,バランス型
2021105038,54.43,54.51,-0.07,60.0,1,0.0,7.0,バランス型
2021105580,68.52,56.5,12.02,72.89,8,0.2028,66.7,テン型
2021106803,48.28,44.9,3.38,33.57,3,0.1831,42.9,バランス型
2021107009,60.88,61.39,-0.52,100.0,1,0.0,7.0,バランス型
2021107086,66.83,59.59,7.24,90.81,2,0.1417,33.3,バランス型
2021106572,65.1,56.3,8.8,100.0,1,0.0,7.0,テン型
2021101835,50.47,45.82,4.65,38.44,3,0.1145,42.9,バランス型
2021102723,55.28,49.28,6.0,50.68,3,0.1308,42.9,バランス型
2021104180,49.27,47.76,1.51,43.67,8,0.1172,66.7,バランス型
2021104932,57.34,60.9,-3.56,65.76,6,0.1848,60.0,バランス型
2021105314,64.74,56.83,7.92,100.0,1,0.0,7.0,バランス型
2021105375,55.53,59.27,-3.74,61.55,8,0.1912,66.7,バランス型
2021105789,58.81,56.13,2.68,62.75,6,0.11,60.0,バランス型
2021105937,44.01,40.84,3.17,28.01,5,0.1258,55.6,バランス型
2021105988,47.47,58.66,-11.19,52.16,4,0.1855,50.0,追走持続型
2021106199,53.8,56.72,-2.91,56.65,8,0.122,66.7,バランス型
2021106280,39.72,46.04,-6.32,21.31,3,0.0982,42.9,バランス型
2021106781,64.47,59.46,5.01,79.29,3,0.1308,42.9,バランス型
2021100927,60.05,56.72,3.32,64.92,5,0.1342,55.6,バランス型
2021101166,51.97,52.11,-0.14,50.66,8,0.1574,66.7,バランス型
2021101233,38.22,38.8,-0.58,18.36,5,0.1136,55.6,バランス型
2021102759,53.1,49.85,3.24,46.64,2,0.1229,33.3,バランス型
2021103785,40.23,40.74,-0.51,23.09,5,0.147,55.6,バランス型
2021104198,40.28,46.19,-5.91,22.97,3,0.1277,42.9,バランス型
2021104213,63.07,59.98,3.1,72.71,5,0.1081,55.6,バランス型
2021104901,58.42,65.13,-6.7,70.29,8,0.2018,66.7,バランス型
2021105464,58.03,58.94,-0.91,68.49,3,0.0039,16.4,バランス型
2021105548,51.82,49.04,2.77,47.57,8,0.1521,66.7,バランス型
2021105749,59.71,60.55,-0.84,68.29,6,0.0729,57.4,バランス型
2021106101,44.45,45.03,-0.58,21.41,2,0.0583,27.9,バランス型
2021106298,52.57,53.51,-0.94,52.64,8,0.0592,56.2,バランス型
2021107336,62.07,58.06,4.01,71.0,4,0.0892,50.0,バランス型
2021100097,55.58,53.81,1.76,56.56,5,0.1327,55.6,バランス型
2021100575,48.48,44.2,4.28,36.49,5,0.1073,55.6,バランス型
2021100751,48.17,41.24,6.93,0.0,1,0.0,7.0,バランス型
2021101055,56.98,59.35,-2.37,67.68,3,0.1858,42.9,バランス型
2021101455,57.66,59.45,-1.8,64.94,6,0.0771,59.6,バランス型
2021101684,47.7,48.75,-1.05,38.21,3,0.1397,42.9,バランス型
2021102042,49.14,43.51,5.63,10.0,1,0.0,7.0,バランス型
2021102561,53.57,39.96,13.6,39.7,8,0.1938,66.7,テン型
2021104911,57.27,59.45,-2.18,64.54,6,0.0857,60.0,バランス型
2021105275,63.99,66.63,-2.64,84.1,4,0.1089,50.0,バランス型
2021105677,66.98,67.54,-0.56,89.11,4,0.1449,50.0,バランス型
2021102369,50.38,56.36,-5.97,54.07,2,0.125,33.3,バランス型
2021102760,49.3,50.68,-1.38,46.45,8,0.1037,66.7,バランス型
2021102851,50.69,45.36,5.34,20.0,1,0.0,7.0,バランス型
2021105414,54.62,53.91,0.7,55.24,8,0.1032,66.7,バランス型
2021105564,52.81,62.21,-9.4,61.41,8,0.1695,66.7,追走持続型
2021105662,75.42,60.99,14.44,86.77,8,0.1099,66.7,テン型
2021106160,40.47,38.59,1.88,23.91,7,0.1393,63.6,バランス型
2021109027,56.49,54.55,1.94,59.79,3,0.2091,42.9,バランス型
2021109046,49.09,40.56,8.54,0.0,1,0.0,7.0,テン型
2021110006,55.13,58.48,-3.35,63.11,3,0.2397,42.9,バランス型
2021110157,59.89,65.3,-5.41,87.99,2,0.1542,33.3,バランス型
2019101643,58.45,55.74,2.71,61.16,8,0.0631,58.4,バランス型
2019104007,47.35,48.76,-1.42,21.43,1,0.0,7.0,バランス型
2021104903,44.81,47.08,-2.26,35.79,5,0.064,49.1,バランス型
2021100024,48.47,51.76,-3.29,45.12,4,0.1327,50.0,バランス型
2021100107,52.86,52.75,0.11,50.0,1,0.0,7.0,バランス型
2021101395,58.08,56.5,1.58,61.54,8,0.1038,66.7,バランス型
2021103608,41.69,36.23,5.47,15.97,4,0.116,50.0,バランス型
2021104537,41.34,51.93,-10.59,39.62,8,0.1948,66.7,追走持続型
2021104631,51.85,55.82,-3.97,54.77,2,0.1229,33.3,バランス型
2021104717,57.35,58.24,-0.89,80.0,1,0.0,7.0,バランス型
2021104947,72.11,64.12,7.99,84.55,8,0.0371,44.0,バランス型
2021105999,49.86,49.09,0.78,30.0,1,0.0,7.0,バランス型
2021106793,42.81,43.49,-0.67,15.55,2,0.0542,26.7,バランス型
2021110148,68.3,58.29,10.01,73.89,8,0.174,66.7,テン型
2019101889,52.04,53.27,-1.23,51.42,4,0.0667,45.3,バランス型
2021105522,61.24,64.58,-3.34,88.96,2,0.1125,33.3,バランス型
2021102168,39.57,41.01,-1.44,26.67,8,0.0344,42.4,バランス型
2021102708,55.74,53.73,2.02,56.48,8,0.0987,66.7,バランス型
2021103727,41.23,50.05,-8.82,36.73,8,0.1001,66.7,追走持続型
2021103980,51.33,52.25,-0.92,47.53,2,0.0292,19.8,バランス型
2021105412,40.08,49.75,-9.67,35.8,8,0.1584,66.7,追走持続型
2021105586,56.72,56.02,0.7,71.43,1,0.0,7.0,バランス型
2021106597,57.83,60.75,-2.92,68.44,4,0.141,50.0,バランス型
2021106738,58.14,60.36,-2.22,65.11,8,0.1721,66.7,バランス型
2021103125,50.63,50.18,0.45,46.45,5,0.1522,55.6,バランス型
2019103237,50.14,49.91,0.22,33.33,1,0.0,7.0,バランス型
2021110146,63.48,59.51,3.98,70.54,8,0.1118,66.7,バランス型
2021100789,61.22,56.3,4.92,64.88,8,0.0947,66.7,バランス型
2021101829,52.34,48.33,4.01,44.92,3,0.1463,42.9,バランス型
2021103198,41.02,40.37,0.65,27.54,8,0.1103,66.7,バランス型
2021104143,58.69,68.96,-10.27,80.38,4,0.1234,50.0,追走持続型
2021105372,55.74,56.27,-0.53,69.23,1,0.0,7.0,バランス型
2021105415,43.54,41.54,2.0,31.36,8,0.1641,66.7,バランス型
2021105451,30.76,41.6,-10.84,14.18,6,0.1035,60.0,追走持続型
2021105536,52.61,48.84,3.77,48.17,8,0.1216,66.7,バランス型
2021105664,56.77,55.9,0.87,64.38,2,0.0542,26.7,バランス型
2021105788,54.55,47.86,6.7,49.89,8,0.1246,66.7,バランス型
2021105852,38.84,44.94,-6.1,23.47,4,0.1218,50.0,バランス型
2021106454,52.14,53.67,-1.54,52.09,4,0.0944,50.0,バランス型
2021106836,36.95,36.81,0.14,16.97,6,0.1739,60.0,バランス型
2021106842,55.06,56.03,-0.97,59.77,3,0.0478,32.1,バランス型
2021100726,55.91,51.58,4.33,55.77,2,0.0667,30.2,バランス型
2021101587,63.16,55.81,7.35,92.31,1,0.0,7.0,バランス型
2021102347,59.29,54.85,4.45,76.92,1,0.0,7.0,バランス型
2021103033,31.68,47.61,-15.93,21.89,8,0.0452,48.4,追走持続型
2021104781,43.81,50.97,-7.17,15.38,1,0.0,7.0,バランス型
2021105184,38.47,43.5,-5.03,7.21,2,0.2167,33.3,バランス型
2021105272,57.55,58.21,-0.66,62.82,7,0.0981,63.6,バランス型
2021105408,54.36,51.39,2.98,52.24,3,0.1274,42.9,バランス型
2021105521,44.63,47.21,-2.58,37.8,8,0.1214,66.7,バランス型
2021105669,51.55,52.91,-1.36,46.15,1,0.0,7.0,バランス型
2021105795,66.29,60.66,5.63,80.32,4,0.1022,50.0,バランス型
2021105878,57.48,56.25,1.23,62.57,4,0.1068,50.0,バランス型
2021106783,43.5,50.06,-6.55,32.61,3,0.1069,42.9,バランス型
2021106808,61.66,61.86,-0.2,78.07,3,0.1139,42.9,バランス型
2021100102,37.24,45.0,-7.76,15.94,3,0.0373,28.3,バランス型
2021103118,52.68,51.73,0.96,50.84,6,0.0475,44.8,バランス型
2021105203,49.43,51.74,-2.31,43.02,2,0.0833,33.3,バランス型
2021106372,47.42,50.76,-3.33,40.21,3,0.0354,27.6,バランス型
2021100163,36.99,42.52,-5.54,12.84,3,0.0579,35.7,バランス型
2021100277,58.46,56.31,2.14,77.78,1,0.0,7.0,バランス型
