血統登録番号,StartDashScore,EarlyTrackingScore,DashMinusTracking,PastPositionScore,HistoryN,StructureSpread,Reliability,Type
2017101108,56.8,59.91,-3.11,66.33,4,0.1335,50.0,バランス型
2017101746,52.29,48.17,4.11,46.77,8,0.1149,66.7,バランス型
2017101956,38.1,48.24,-10.14,21.79,3,0.1139,42.9,追走持続型
2017101967,66.58,67.68,-1.1,81.39,8,0.1057,66.7,バランス型
2017102372,53.73,54.01,-0.28,54.47,6,0.0217,31.9,バランス型
2017103257,43.45,45.52,-2.07,0.0,1,0.0,7.0,バランス型
2017104620,57.37,58.9,-1.53,63.01,8,0.1407,66.7,バランス型
2017104646,61.69,65.93,-4.23,74.6,8,0.2005,66.7,バランス型
2017105238,56.83,52.4,4.42,56.39,7,0.1283,63.6,バランス型
2017105472,42.09,49.48,-7.38,36.98,8,0.0814,66.7,バランス型
2013105556,35.21,30.47,4.74,11.43,8,0.1699,66.7,バランス型
2014102659,44.69,46.5,-1.81,6.67,1,0.0,7.0,バランス型
2015104684,55.54,57.37,-1.84,64.5,2,0.1,33.3,バランス型
2016100695,61.01,60.54,0.47,68.48,8,0.1393,66.7,バランス型
2016102229,27.18,34.45,-7.26,6.81,8,0.0939,66.7,バランス型
2016102938,65.45,52.43,13.02,67.45,8,0.1642,66.7,テン型
2016103909,45.56,43.35,2.21,35.55,8,0.1853,66.7,バランス型
2016104238,29.46,36.4,-6.95,11.03,8,0.1577,66.7,バランス型
2016104352,59.65,59.85,-0.2,66.36,8,0.1853,66.7,バランス型
2016104614,59.08,55.84,3.24,62.1,8,0.1189,66.7,バランス型
2016104758,47.0,51.46,-4.46,44.17,7,0.0464,46.9,バランス型
2016105756,66.16,64.92,1.25,78.27,8,0.0678,61.0,バランス型
2016109007,43.43,46.15,-2.73,35.74,8,0.1354,66.7,バランス型
2016110115,49.2,54.33,-5.13,49.28,8,0.1195,66.7,バランス型
2011100215,55.37,56.14,-0.77,58.15,8,0.0607,57.1,バランス型
2012101157,34.07,43.56,-9.49,22.24,8,0.0325,41.4,追走持続型
2013105681,44.87,48.1,-3.23,37.58,6,0.0884,60.0,バランス型
2014100686,72.14,64.15,8.0,97.93,3,0.0904,42.9,バランス型
2014102019,35.48,41.41,-5.93,22.44,8,0.0695,61.9,バランス型
2014103404,36.17,45.7,-9.53,19.56,4,0.0,17.5,追走持続型
2014104076,32.55,38.71,-6.16,16.76,8,0.0701,62.3,バランス型
2014104249,44.75,45.93,-1.17,36.94,8,0.106,66.7,バランス型
2014105413,50.36,52.02,-1.67,40.0,1,0.0,7.0,バランス型
2015102264,41.15,45.84,-4.7,32.84,8,0.0786,66.7,バランス型
2015103296,70.33,63.42,6.92,83.93,6,0.0906,60.0,バランス型
2015103875,40.73,45.37,-4.64,31.81,8,0.0584,55.8,バランス型
2015106351,51.7,51.31,0.39,47.94,3,0.0589,36.0,バランス型
2016105064,59.46,57.62,1.84,64.6,7,0.0239,35.0,バランス型
2016105439,58.06,56.53,1.54,63.57,4,0.0859,50.0,バランス型
2016105669,62.36,57.37,4.99,93.33,1,0.0,7.0,バランス型
2010100035,48.52,56.6,-8.08,51.69,3,0.1313,42.9,追走持続型
2012101586,55.52,58.59,-3.07,64.01,3,0.088,42.9,バランス型
2013102360,56.78,58.02,-1.24,61.58,8,0.0977,66.7,バランス型
2013102938,56.19,54.76,1.43,57.84,8,0.1246,66.7,バランス型
2013106118,72.18,66.85,5.33,95.2,4,0.1844,50.0,バランス型
2014100208,59.28,59.55,-0.26,65.69,8,0.1163,66.7,バランス型
2014101558,45.12,38.34,6.77,27.45,6,0.1038,60.0,バランス型
2014102157,70.92,66.04,4.89,84.56,8,0.1508,66.7,バランス型
2014102617,44.36,47.37,-3.01,25.25,2,0.0542,26.7,バランス型
2014102897,60.86,59.3,1.57,93.75,1,0.0,7.0,バランス型
2014103266,35.61,39.89,-4.29,13.01,4,0.1372,50.0,バランス型
2014104386,64.21,57.17,7.04,68.97,8,0.067,60.6,バランス型
2014104449,21.36,37.78,-16.42,2.17,8,0.1275,66.7,追走持続型
2015104317,67.88,67.51,0.37,82.57,8,0.0989,66.7,バランス型
2015110047,67.69,65.13,2.55,84.18,5,0.1181,55.6,バランス型
2016100723,52.61,60.59,-7.98,59.8,8,0.1646,66.7,バランス型
2016104772,46.22,52.55,-6.33,44.59,8,0.1892,66.7,バランス型
2012102359,52.14,52.97,-0.83,51.15,4,0.0331,31.3,バランス型
2014102930,59.61,52.86,6.75,59.7,8,0.0798,66.7,バランス型
2014103389,41.35,48.01,-6.66,0.0,1,0.0,7.0,バランス型
2014104912,47.35,52.1,-4.74,45.73,8,0.0688,61.6,バランス型
2014105282,40.99,47.85,-6.86,18.92,2,0.0,11.7,バランス型
2015100023,39.28,39.59,-0.3,24.97,8,0.1091,66.7,バランス型
2015102528,51.52,49.09,2.43,45.7,4,0.0747,48.6,バランス型
2015104705,58.22,55.36,2.86,61.05,7,0.0339,40.2,バランス型
2015105082,34.63,41.12,-6.5,21.1,8,0.0457,48.7,バランス型
2015105276,43.76,46.88,-3.12,36.67,8,0.0687,61.5,バランス型
2016100470,63.86,58.04,5.82,100.0,1,0.0,7.0,バランス型
2016101149,57.64,57.1,0.54,61.59,8,0.0702,62.3,バランス型
2016103111,37.83,47.37,-9.55,29.88,7,0.1006,63.6,追走持続型
2016103615,73.86,70.55,3.32,91.94,8,0.0895,66.7,バランス型
2016103730,52.95,56.84,-3.88,56.42,8,0.1339,66.7,バランス型
2016104605,66.8,62.06,4.74,86.54,3,0.0511,33.2,バランス型
2017101322,47.46,47.97,-0.51,41.83,8,0.1517,66.7,バランス型
2017101999,50.11,45.78,4.33,20.0,1,0.0,7.0,バランス型
2017102400,43.16,47.12,-3.96,34.01,5,0.159,55.6,バランス型
2017103005,53.58,54.23,-0.65,54.38,8,0.037,43.9,バランス型
2017103181,51.53,56.72,-5.19,55.55,5,0.0997,55.6,バランス型
2017103986,54.57,54.64,-0.06,56.28,5,0.1401,55.6,バランス型
2017104667,45.23,47.84,-2.61,39.2,8,0.1149,66.7,バランス型
2017104850,40.35,47.56,-7.2,32.85,8,0.0975,66.7,バランス型
2017104909,46.27,54.54,-8.27,42.88,2,0.1333,33.3,追走持続型
2017104940,48.81,42.75,6.06,6.67,1,0.0,7.0,バランス型
2017104988,28.28,37.69,-9.41,10.46,8,0.1031,66.7,追走持続型
2017105252,57.94,59.68,-1.74,64.42,8,0.0395,45.3,バランス型
2017105314,54.66,56.39,-1.73,66.67,1,0.0,7.0,バランス型
2017106562,59.74,60.43,-0.69,78.33,2,0.1042,33.3,バランス型
2017109026,57.91,63.96,-6.06,100.0,1,0.0,7.0,バランス型
2017110138,32.36,31.16,1.2,9.32,8,0.1481,66.7,バランス型
2017100577,63.85,67.88,-4.03,100.0,2,0.1542,33.3,バランス型
2017100841,50.69,45.36,5.34,20.0,1,0.0,7.0,バランス型
2017100904,52.88,53.0,-0.12,52.49,8,0.076,65.6,バランス型
2017101717,55.49,59.76,-4.26,80.0,1,0.0,7.0,バランス型
2017101782,45.36,46.1,-0.74,33.73,4,0.1483,50.0,バランス型
2017102877,64.11,59.78,4.33,71.96,6,0.1487,60.0,バランス型
2017102931,59.09,59.52,-0.44,67.33,5,0.1722,55.6,バランス型
2017103114,45.01,40.23,4.78,13.2,2,0.1542,33.3,バランス型
2017105093,53.48,53.44,0.04,53.6,5,0.1233,55.6,バランス型
2017105582,50.01,50.3,-0.3,46.79,8,0.091,66.7,バランス型
2017105597,61.6,59.54,2.07,68.13,8,0.1292,66.7,バランス型
2017105979,48.55,54.53,-5.98,48.89,5,0.1355,55.6,バランス型
2017105995,47.73,56.56,-8.82,50.45,7,0.2027,63.6,追走持続型
2017106036,55.72,56.15,-0.43,60.96,3,0.1337,42.9,バランス型
2017106231,49.09,40.56,8.54,0.0,1,0.0,7.0,テン型
2017106364,46.89,37.15,9.74,9.19,2,0.025,18.6,テン型
2017102170,66.05,59.14,6.9,72.99,8,0.0685,61.4,バランス型
2017102880,45.06,46.44,-1.38,37.77,8,0.1904,66.7,バランス型
2017104151,71.6,70.27,1.33,89.24,8,0.1414,66.7,バランス型
2017104833,54.92,54.6,0.33,58.56,2,0.0,11.7,バランス型
2017105241,48.05,50.13,-2.08,44.23,8,0.0865,66.7,バランス型
2017105640,62.03,66.95,-4.92,75.68,8,0.1562,66.7,バランス型
2017110067,58.29,58.13,0.16,64.77,5,0.0967,55.6,バランス型
2012100939,64.53,67.3,-2.77,100.0,2,0.125,33.3,バランス型
2013100569,39.36,43.93,-4.57,25.75,5,0.1375,55.6,バランス型
2013110001,44.05,43.25,0.8,24.69,3,0.1532,42.9,バランス型
2014102036,73.88,66.5,7.37,88.24,8,0.1025,66.7,バランス型
2014103009,42.05,44.19,-2.14,29.35,5,0.1198,55.6,バランス型
2014105558,63.0,60.32,2.68,70.5,8,0.1614,66.7,バランス型
2015100635,54.88,59.48,-4.6,60.91,8,0.1233,66.7,バランス型
2015102382,51.64,50.89,0.76,47.13,3,0.2232,42.9,バランス型
2015103057,60.2,61.96,-1.76,68.95,8,0.0949,66.7,バランス型
2015104322,57.15,56.7,0.44,60.63,8,0.0553,54.1,バランス型
2015104624,66.12,61.33,4.78,80.26,4,0.1514,50.0,バランス型
2015104810,46.62,50.15,-3.54,42.62,7,0.1759,63.6,バランス型
2015105214,43.1,47.52,-4.42,36.66,8,0.0917,66.7,バランス型
2015110016,62.29,57.87,4.42,68.16,6,0.1387,60.0,バランス型
2016100733,57.31,59.07,-1.76,63.17,8,0.0638,58.8,バランス型
2016101814,33.59,48.5,-14.91,25.51,8,0.0963,66.7,追走持続型
2016102189,68.18,66.31,1.86,82.72,7,0.108,63.6,バランス型
2016104711,36.13,40.93,-4.8,22.64,8,0.0854,66.7,バランス型
2013100731,36.1,43.43,-7.33,24.89,8,0.088,66.7,バランス型
2013106472,69.82,76.26,-6.44,93.57,8,0.0987,66.7,バランス型
2014100158,68.21,67.74,0.47,87.75,5,0.0721,52.8,バランス型
2014100555,31.17,37.43,-6.26,14.12,8,0.1341,66.7,バランス型
2014105417,55.47,55.69,-0.22,66.67,1,0.0,7.0,バランス型
2015100428,39.83,42.8,-2.97,28.53,8,0.0715,63.1,バランス型
2015101549,32.9,34.59,-1.69,13.29,8,0.0882,66.7,バランス型
2015102817,51.03,50.86,0.17,48.46,8,0.0908,66.7,バランス型
2015103270,45.28,43.02,2.26,26.3,3,0.0668,38.9,バランス型
2015104150,58.57,57.73,0.84,63.47,7,0.057,52.5,バランス型
2015106194,39.83,42.53,-2.7,28.36,8,0.0553,54.1,バランス型
2016100912,50.87,51.45,-0.58,47.69,4,0.0374,33.1,バランス型
2016103495,60.37,55.78,4.59,63.17,8,0.082,66.7,バランス型
2016104691,40.13,37.94,2.18,24.17,8,0.068,61.1,バランス型
2016105144,46.48,46.46,0.03,39.32,8,0.0755,65.3,バランス型
2016105553,44.16,46.4,-2.24,36.7,8,0.0725,63.6,バランス型
2017100083,43.45,45.52,-2.07,0.0,1,0.0,7.0,バランス型
2017100508,50.64,50.56,0.07,43.14,2,0.0687,30.8,バランス型
2017101089,59.67,58.26,1.41,64.91,8,0.1003,66.7,バランス型
2017101117,56.03,56.25,-0.22,61.56,3,0.1336,42.9,バランス型
2017101417,65.74,71.29,-5.55,84.5,8,0.1445,66.7,バランス型
2017101933,44.69,46.5,-1.81,6.67,1,0.0,7.0,バランス型
2017101988,50.41,52.5,-2.08,49.53,8,0.1131,66.7,バランス型
2017103210,49.52,52.56,-3.03,46.98,4,0.0856,50.0,バランス型
2017103238,36.85,35.17,1.69,12.55,5,0.0743,53.9,バランス型
2017103312,57.55,58.57,-1.03,63.69,6,0.1052,60.0,バランス型
2017103843,45.39,45.87,-0.48,37.57,8,0.0953,66.7,バランス型
2017103950,58.31,57.28,1.03,80.0,1,0.0,7.0,バランス型
2017105048,37.96,45.3,-7.34,28.58,8,0.1117,66.7,バランス型
2017105211,68.95,67.59,1.36,84.84,7,0.0345,40.5,バランス型
2017105565,34.12,41.67,-7.55,21.14,8,0.0685,61.4,バランス型
2017105718,52.72,53.8,-1.08,52.79,2,0.1042,33.3,バランス型
2017101367,55.85,47.02,8.83,50.11,8,0.1252,66.7,テン型
2017101596,48.81,53.63,-4.82,48.74,8,0.1046,66.7,バランス型
2017101897,32.28,35.0,-2.72,13.1,8,0.0302,40.1,バランス型
2017102016,49.37,51.62,-2.25,35.71,1,0.0,7.0,バランス型
2017102838,34.39,41.07,-6.68,20.64,8,0.0463,49.1,バランス型
2017103255,51.39,49.05,2.34,46.83,8,0.0751,65.1,バランス型
2017103751,46.16,49.41,-3.25,42.03,8,0.1037,66.7,バランス型
2017104266,42.74,43.26,-0.51,32.24,8,0.0879,66.7,バランス型
2017104849,41.5,44.09,-2.59,31.91,8,0.1222,66.7,バランス型
2017105170,42.91,48.79,-5.88,7.14,1,0.0,7.0,バランス型
2017105181,50.3,50.13,0.17,46.96,8,0.1163,66.7,バランス型
2017105451,58.7,58.92,-0.22,64.45,8,0.065,59.4,バランス型
2017105924,49.79,53.23,-3.44,49.3,8,0.0528,52.7,バランス型
2017105971,44.74,42.54,2.19,33.54,8,0.114,66.7,バランス型
2017106497,53.3,56.82,-3.51,56.39,8,0.0568,54.9,バランス型
2011103191,51.63,51.56,0.07,48.83,4,0.0826,50.0,バランス型
2012103249,47.91,48.69,-0.78,42.94,8,0.0466,49.2,バランス型
2013101315,38.99,43.16,-4.17,27.9,8,0.0884,66.7,バランス型
2013104606,49.75,52.23,-2.48,44.17,2,0.0292,19.8,バランス型
2013105995,53.17,53.5,-0.33,53.26,4,0.0767,49.5,バランス型
2013106051,65.12,60.5,4.62,81.63,3,0.0802,42.9,バランス型
2013106441,35.91,43.38,-7.47,22.33,6,0.0594,50.7,バランス型
2014101520,68.23,60.25,7.97,82.66,4,0.0361,32.5,バランス型
2014105801,56.6,55.54,1.06,59.85,5,0.0629,48.6,バランス型
2015100494,49.88,49.35,0.54,43.81,4,0.083,50.0,バランス型
2015105974,39.66,44.55,-4.89,19.66,3,0.0647,38.1,バランス型
2014104281,40.58,43.25,-2.67,10.81,2,0.0,11.7,バランス型
2015101568,51.9,48.89,3.01,47.56,7,0.1031,63.6,バランス型
2015103404,56.25,55.65,0.6,62.97,2,0.0,11.7,バランス型
2015103646,52.74,52.87,-0.13,50.0,1,0.0,7.0,バランス型
2015104159,33.57,33.69,-0.12,13.15,8,0.0975,66.7,バランス型
2015105018,73.9,63.2,10.7,100.0,3,0.0807,42.9,テン型
2016101105,52.74,52.87,-0.13,50.0,1,0.0,7.0,バランス型
2016102362,56.43,57.15,-0.72,60.24,8,0.1007,66.7,バランス型
2016103815,64.32,60.89,3.43,74.01,6,0.1732,60.0,バランス型
2016104563,43.24,40.38,2.86,30.04,8,0.1547,66.7,バランス型
2016110034,56.77,57.08,-0.3,63.82,3,0.0375,28.4,バランス型
2017100165,45.93,47.48,-1.55,13.33,1,0.0,7.0,バランス型
2017100545,60.27,58.83,1.44,76.35,2,0.0,11.7,バランス型
2017101011,59.77,54.1,5.67,64.54,3,0.1007,42.9,バランス型
2017101439,74.9,71.19,3.71,93.63,8,0.0248,37.1,バランス型
2017101905,56.16,53.36,2.8,56.37,8,0.0458,48.8,バランス型
2017102091,54.6,54.34,0.26,60.0,1,0.0,7.0,バランス型
2017102103,69.11,66.28,2.83,87.29,5,0.0433,39.5,バランス型
2017102632,48.06,47.12,0.93,31.91,2,0.1292,33.3,バランス型
2017102889,32.39,39.01,-6.61,16.66,8,0.1362,66.7,バランス型
2017103046,48.39,49.43,-1.04,41.85,4,0.0,17.5,バランス型
2017105126,46.76,48.62,-1.86,41.7,8,0.0619,57.7,バランス型
2017105248,42.17,45.55,-3.38,33.77,8,0.043,47.2,バランス型
2017105581,52.58,56.3,-3.71,55.57,7,0.0744,61.7,バランス型
2017105625,61.77,58.05,3.72,70.04,4,0.1268,50.0,バランス型
2017106345,48.41,49.44,-1.04,26.67,1,0.0,7.0,バランス型
2017109071,33.04,37.29,-4.25,6.31,4,0.0,17.5,バランス型
2013102427,65.68,66.35,-0.67,85.89,4,0.1812,50.0,バランス型
2014106072,47.43,48.67,-1.24,21.43,1,0.0,7.0,バランス型
2015101573,58.22,61.29,-3.07,66.45,8,0.074,64.4,バランス型
2015103175,56.88,57.95,-1.07,61.87,7,0.0886,63.6,バランス型
2015104056,60.37,62.91,-2.55,84.15,2,0.1042,33.3,バランス型
2015104209,57.75,64.41,-6.67,69.4,8,0.128,66.7,バランス型
2016100585,48.33,49.72,-1.39,37.15,2,0.0542,26.7,バランス型
2016102133,43.82,39.73,4.1,30.14,8,0.1,66.7,バランス型
2016102767,41.04,43.19,-2.15,30.33,8,0.0917,66.7,バランス型
2016104376,54.83,51.37,3.46,53.1,8,0.072,63.4,バランス型
2016104393,63.53,67.44,-3.91,77.9,8,0.0959,66.7,バランス型
2016104410,65.43,58.96,6.46,71.91,8,0.1126,66.7,バランス型
2016105255,65.29,62.48,2.81,76.74,6,0.1419,60.0,バランス型
2016105290,66.62,65.28,1.35,100.0,2,0.0292,19.8,バランス型
2016105414,72.85,65.98,6.87,86.66,8,0.0441,47.8,バランス型
2013104803,33.09,31.91,1.17,10.83,8,0.1329,66.7,バランス型
2014101307,45.74,45.7,0.05,25.06,2,0.025,18.6,バランス型
2014103577,50.21,50.87,-0.66,36.36,1,0.0,7.0,バランス型
2014104595,61.92,67.73,-5.81,77.05,8,0.0858,66.7,バランス型
2014105320,64.01,60.78,3.23,73.54,6,0.0497,45.8,バランス型
2015101540,66.06,60.8,5.25,91.32,2,0.0667,30.2,バランス型
2015102735,37.08,40.61,-3.52,23.55,8,0.1437,66.7,バランス型
2015103079,41.79,40.04,1.75,28.16,8,0.1039,66.7,バランス型
2016100550,63.64,55.38,8.26,66.6,8,0.1535,66.7,テン型
2016102324,55.27,54.87,0.4,63.64,1,0.0,7.0,バランス型
2016103263,30.64,43.36,-12.71,18.47,8,0.1862,66.7,追走持続型
2016104495,62.26,59.77,2.5,69.74,7,0.0612,54.7,バランス型
2012103634,49.27,45.51,3.76,30.81,2,0.0708,31.3,バランス型
2013103573,49.01,43.6,5.41,10.0,1,0.0,7.0,バランス型
2014102878,42.17,48.13,-5.97,36.17,8,0.0822,66.7,バランス型
2014103795,34.88,49.51,-14.63,29.58,8,0.2148,66.7,追走持続型
2014104314,62.91,65.1,-2.19,92.79,2,0.1625,33.3,バランス型
2015103616,31.7,38.17,-6.47,15.4,8,0.0865,66.7,バランス型
2016100423,34.57,35.41,-0.84,15.91,8,0.0433,47.4,バランス型
2016104434,54.99,53.41,1.58,55.13,8,0.0841,66.7,バランス型
2016104839,42.04,38.58,3.46,26.65,8,0.0526,52.6,バランス型
2016109023,39.74,56.4,-16.66,38.53,5,0.1791,55.6,追走持続型
2016110103,75.73,72.94,2.79,96.17,8,0.0514,51.9,バランス型
2012101801,42.46,49.4,-6.94,7.14,1,0.0,7.0,バランス型
2012103496,75.96,65.86,10.09,100.0,4,0.1119,50.0,テン型
2013102716,58.38,56.51,1.87,63.17,5,0.0583,46.4,バランス型
2013103582,45.86,41.37,4.49,33.65,8,0.1018,66.7,バランス型
2013103740,61.11,56.77,4.34,64.94,8,0.0834,66.7,バランス型
2014101985,37.44,36.48,0.96,14.83,5,0.1593,55.6,バランス型
2014102894,66.06,62.05,4.01,93.44,2,0.1042,33.3,バランス型
2014103040,57.62,54.91,2.71,71.43,1,0.0,7.0,バランス型
2014105081,37.55,44.4,-6.86,26.1,7,0.1017,63.6,バランス型
2015100227,45.83,50.62,-4.79,21.43,1,0.0,7.0,バランス型
2015104068,61.77,47.81,13.96,56.87,5,0.1501,55.6,テン型
2015104689,47.78,51.53,-3.75,45.45,8,0.0826,66.7,バランス型
2015104897,48.23,51.5,-3.27,42.3,3,0.0,15.0,バランス型
2016100527,53.82,55.88,-2.06,56.14,8,0.0926,66.7,バランス型
2016104397,60.28,54.39,5.88,62.4,8,0.0827,66.7,バランス型
2017100106,64.68,61.48,3.2,82.23,3,0.0236,23.4,バランス型
2017100626,43.45,45.52,-2.07,0.0,1,0.0,7.0,バランス型
2017100854,52.12,52.38,-0.26,46.67,1,0.0,7.0,バランス型
2017100870,60.49,64.27,-3.78,71.96,8,0.117,66.7,バランス型
2017101201,61.76,54.55,7.21,63.61,8,0.2047,66.7,バランス型
2017101922,52.12,52.38,-0.26,46.67,1,0.0,7.0,バランス型
2017103025,58.84,58.42,0.42,64.53,7,0.112,63.6,バランス型
2017103942,48.41,49.44,-1.04,26.67,1,0.0,7.0,バランス型
2017104727,36.71,45.25,-8.54,26.95,8,0.1056,66.7,追走持続型
2017104948,51.54,51.08,0.45,49.2,8,0.0912,66.7,バランス型
2017104979,45.93,47.48,-1.55,13.33,1,0.0,7.0,バランス型
2017105460,56.54,53.29,3.25,56.83,8,0.1793,66.7,バランス型
2017105644,49.95,53.88,-3.93,49.4,4,0.0737,48.2,バランス型
2017105955,49.64,50.42,-0.78,33.33,1,0.0,7.0,バランス型
2017110015,54.6,54.34,0.26,60.0,1,0.0,7.0,バランス型
2017110062,44.69,46.5,-1.81,6.67,1,0.0,7.0,バランス型
2017101110,51.29,53.64,-2.35,51.31,8,0.0688,61.6,バランス型
2017101412,59.84,56.85,2.99,66.52,4,0.0454,36.4,バランス型
2017101693,61.92,57.55,4.38,67.14,8,0.0266,38.1,バランス型
2017101919,36.44,40.47,-4.02,22.53,8,0.0814,66.7,バランス型
2017101982,62.93,62.32,0.61,72.25,8,0.0309,40.5,バランス型
2017102518,46.56,49.53,-2.97,42.39,8,0.0877,66.7,バランス型
2017102586,44.17,49.26,-5.09,28.01,2,0.0417,23.2,バランス型
2017102723,59.12,57.02,2.1,65.85,4,0.0325,31.0,バランス型
2017103323,41.41,42.4,-0.99,29.97,8,0.0816,66.7,バランス型
2017104059,65.69,63.92,1.77,76.77,8,0.0455,48.6,バランス型
2017104206,40.54,44.68,-4.14,25.31,4,0.0958,50.0,バランス型
2017104258,55.59,55.55,0.04,57.86,8,0.0413,46.3,バランス型
2017104705,53.85,54.4,-0.55,54.88,8,0.0634,58.6,バランス型
2017105100,34.4,39.0,-4.6,19.13,8,0.0694,61.9,バランス型
2017105814,54.86,54.03,0.83,60.0,1,0.0,7.0,バランス型
2017106290,72.89,63.0,9.9,84.22,8,0.0747,64.9,テン型
2013105858,59.85,57.99,1.87,74.1,2,0.025,18.6,バランス型
2014100537,75.62,64.16,11.46,88.75,8,0.0973,66.7,テン型
2014102898,44.88,48.01,-3.13,27.48,2,0.025,18.6,バランス型
2014104102,58.14,57.84,0.3,67.05,3,0.0648,38.1,バランス型
2014106040,49.64,50.42,-0.78,33.33,1,0.0,7.0,バランス型
2015100097,48.1,49.2,-1.1,25.0,1,0.0,7.0,バランス型
2015100447,59.35,57.17,2.18,63.49,8,0.0372,44.0,バランス型
2015103452,25.79,37.8,-12.01,7.65,8,0.1012,66.7,追走持続型
2015104743,48.04,46.39,1.65,40.09,6,0.1042,60.0,バランス型
2016101209,52.99,56.13,-3.15,55.45,8,0.0882,66.7,バランス型
2016103387,43.61,47.3,-3.69,37.22,8,0.1471,66.7,バランス型
2016104319,45.83,47.11,-1.27,39.15,8,0.1483,66.7,バランス型
2016104946,55.59,53.93,1.65,56.6,8,0.022,35.6,バランス型
2014101590,51.92,52.0,-0.08,50.06,5,0.0945,55.6,バランス型
2014105725,42.56,48.52,-5.96,23.33,2,0.0146,15.7,バランス型
2014105853,32.43,35.16,-2.73,13.39,8,0.1608,66.7,バランス型
2014106196,47.61,47.5,0.11,41.13,7,0.1769,63.6,バランス型
2015104385,58.26,52.13,6.13,57.47,6,0.1468,60.0,バランス型
2015104890,55.87,60.17,-4.3,62.72,8,0.1458,66.7,バランス型
2016101157,53.08,52.72,0.36,51.71,2,0.0229,18.0,バランス型
2016101770,38.86,40.82,-1.96,18.46,4,0.0965,50.0,バランス型
2016102493,51.44,48.06,3.38,46.34,8,0.126,66.7,バランス型
2016103323,41.96,35.69,6.27,23.92,8,0.1363,66.7,バランス型
2016103958,78.43,65.4,13.04,93.03,8,0.0779,66.6,テン型
2016105247,28.08,39.74,-11.66,12.06,8,0.0917,66.7,追走持続型
2016105319,49.04,47.0,2.04,39.69,4,0.183,50.0,バランス型
2016105378,65.65,61.04,4.61,79.47,4,0.1433,50.0,バランス型
2016105457,60.02,58.3,1.72,65.35,8,0.1194,66.7,バランス型
2017101427,44.88,48.48,-3.59,33.44,3,0.0685,39.5,バランス型
2017101442,74.42,56.71,17.71,80.9,8,0.1617,66.7,テン型
2017102077,60.79,59.23,1.55,93.33,1,0.0,7.0,バランス型
2017102386,62.76,55.08,7.67,65.79,8,0.0932,66.7,バランス型
2017102797,52.56,54.67,-2.11,53.92,4,0.0253,28.0,バランス型
2017103854,56.7,55.91,0.79,60.95,4,0.028,29.1,バランス型
2017104924,52.2,50.25,1.96,49.24,8,0.1245,66.7,バランス型
2017104936,55.58,54.16,1.42,56.52,8,0.0363,43.5,バランス型
2017104962,54.6,54.34,0.26,60.0,1,0.0,7.0,バランス型
2017104989,53.61,51.81,1.8,52.19,8,0.1098,66.7,バランス型
2017105380,59.06,56.01,3.05,62.12,7,0.1365,63.6,バランス型
2017105544,55.83,55.32,0.52,66.67,1,0.0,7.0,バランス型
2017105634,55.61,54.52,1.1,56.78,8,0.0846,66.7,バランス型
2017105655,63.31,59.12,4.19,69.88,8,0.2113,66.7,バランス型
2017105720,30.19,37.83,-7.64,13.13,8,0.1065,66.7,バランス型
2017106038,47.17,48.46,-1.29,20.0,1,0.0,7.0,バランス型
2017100246,72.23,73.18,-0.95,98.86,5,0.0933,55.6,バランス型
2017100368,46.75,49.11,-2.36,42.16,8,0.0869,66.7,バランス型
2017100452,34.03,37.55,-3.52,17.42,8,0.0621,57.9,バランス型
2017101006,55.31,57.9,-2.59,73.33,1,0.0,7.0,バランス型
2017101172,54.04,52.22,1.83,52.87,6,0.1227,60.0,バランス型
2017101943,55.86,54.86,1.0,57.51,8,0.0408,46.0,バランス型
2017103582,46.49,41.87,4.62,18.84,2,0.0833,33.3,バランス型
2017104081,50.01,47.17,2.84,38.93,3,0.0786,42.9,バランス型
2017105049,39.3,46.45,-7.16,29.72,6,0.1358,60.0,バランス型
2017105265,52.06,50.33,1.74,40.0,1,0.0,7.0,バランス型
2017105335,70.44,66.95,3.48,84.89,8,0.0821,66.7,バランス型
2017105618,55.31,57.9,-2.59,73.33,1,0.0,7.0,バランス型
2017105878,56.61,60.93,-4.33,86.67,1,0.0,7.0,バランス型
2017106212,35.83,35.03,0.8,13.78,6,0.1135,60.0,バランス型
2017106578,55.27,59.46,-4.19,61.61,8,0.0494,50.8,バランス型
2017106765,52.06,50.33,1.74,40.0,1,0.0,7.0,バランス型
2013105355,50.07,49.44,0.63,46.01,8,0.1205,66.7,バランス型
2015103979,52.0,49.28,2.72,36.36,1,0.0,7.0,バランス型
2015104170,49.34,42.49,6.86,24.45,2,0.05,25.6,バランス型
2015104724,36.44,38.13,-1.69,20.6,8,0.1535,66.7,バランス型
2015106157,65.49,64.6,0.88,80.89,5,0.1488,55.6,バランス型
2016100107,62.26,60.43,1.83,69.78,8,0.0682,61.2,バランス型
2016100269,30.26,36.62,-6.36,12.15,8,0.1165,66.7,バランス型
2016102929,65.23,64.62,0.61,76.93,8,0.034,42.2,バランス型
2016103962,48.93,49.88,-0.95,45.22,8,0.1044,66.7,バランス型
2016104589,51.68,51.86,-0.18,50.1,8,0.0242,36.8,バランス型
2016104629,50.25,46.64,3.61,43.53,8,0.1027,66.7,バランス型
2016106428,54.39,51.67,2.72,52.7,8,0.1302,66.7,バランス型
2010100690,40.14,43.9,-3.76,26.27,5,0.0676,50.7,バランス型
