年月日,場所,R,馬番,レース名,芝・ダ,距離,馬名,性別,騎手,調教師,所属,父,芝・ダ,コースID,所属,日にち判定,前日判定,水曜日判定,木曜日判定,先週の土曜日判定,先週の日曜日判定,2w前の土曜日判定,2w前の日曜日判定,坂2w前 土 TIME1,坂2w前 土 LAP1,坂2w前 土 LAP2,坂2w前 日 TIME1,坂2w前 日 LAP1,坂2w前 日 LAP2,坂1w前 土 TIME1,坂1w前 土 LAP1,坂1w前 土 LAP2,坂1w前 日 TIME1,坂1w前 日 LAP1,坂1w前 日 LAP2, 坂 水 TIME1, 坂 水 LAP1, 坂 水 LAP2, 坂 水 LAP3, 坂 水 LAP4, 坂 木 TIME1, 坂 木 LAP1, 坂 木 LAP2, 坂 木 LAP3, 坂 木 LAP4, 坂 前日 TIME1,ウ2w前 土 １F,ウ2w前 日 １F,ウ1w前 土 １F,ウ1w前 土 5F,ウ1w前 日 １F,ウ1w前 日 5F,ウ 水 1F,ウ 水 4F,ウ 水 5F,ウ 水 6F,ウ 木 1F,ウ 木 4F,ウ 木 5F,ウ 木 6F,調教師判定,ウ 水1F,ウ 木1F,ウ 1F判定,ウ 前日 5F,水曜日A3,木曜日A3,A3LAP判定,水曜日B3,木曜日B3,B3LAP判定,前日坂路時計,前日坂路TIME１判定,水曜坂路爆速,木曜坂路爆速,坂路爆速判定,水曜地雷ラップ,木曜地雷ラップ,地雷ラップ判定,コース判定,A3高勝率Lap,本命候補判定,相手候補判定,ZI,脚質,枠,レースID,血統登録番号
20260906,札幌,6,7,１勝ｸﾗｽ,ダ,1000,レストプレドゥモア,牝,小沢大仁,小林真也,栗,モーリス,1,札幌ダ1000,2,R8.9.6,レストプレドゥモア46270,レストプレドゥモア46267,レストプレドゥモア46268,レストプレドゥモア46263,レストプレドゥモア46264,レストプレドゥモア46256,レストプレドゥモア46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,113,先,6,2.02609E+17,22101418
20260906,札幌,6,8,１勝ｸﾗｽ,ダ,1000,ヒナノムサシ,牡,落合玄太,本間忍,美,ミッキーアイル,1,札幌ダ1000,1,R8.9.6,ヒナノムサシ46270,ヒナノムサシ46267,ヒナノムサシ46268,ヒナノムサシ46263,ヒナノムサシ46264,ヒナノムサシ46256,ヒナノムサシ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,94,先,6,2.02609E+17,23101645
20260906,札幌,6,9,１勝ｸﾗｽ,ダ,1000,マカニ,牝,遠藤汰月,尾形和幸,美,ルヴァンスレーヴ,1,札幌ダ1000,1,R8.9.6,マカニ46270,マカニ46267,マカニ46268,マカニ46263,マカニ46264,マカニ46256,マカニ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,11.5,0,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,94,先,7,2.02609E+17,22104370
20260906,札幌,6,10,１勝ｸﾗｽ,ダ,1000,ロードヴィゴラス,牡,和田陽希,四位洋文,栗,ダノンプレミアム,1,札幌ダ1000,2,R8.9.6,ロードヴィゴラス46270,ロードヴィゴラス46267,ロードヴィゴラス46268,ロードヴィゴラス46263,ロードヴィゴラス46264,ロードヴィゴラス46256,ロードヴィゴラス46257,62.1,14,14.8,59.9,12.4,13.4,66.9,15.6,16.5,57.5,13,13.1,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,TRUE,なし,〇,なし,98,追,7,2.02609E+17,23105806
20260906,札幌,6,11,１勝ｸﾗｽ,ダ,1000,ドリームガッサン,牝,小林美駒,鈴木伸尋,美,キャプテンキング,1,札幌ダ1000,1,R8.9.6,ドリームガッサン46270,ドリームガッサン46267,ドリームガッサン46268,ドリームガッサン46263,ドリームガッサン46264,ドリームガッサン46256,ドリームガッサン46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,TRUE,なし,〇,なし,118,先,8,2.02609E+17,23102748
20260906,札幌,6,12,１勝ｸﾗｽ,ダ,1000,スパークルジョイ,牝,斎藤新,前川恭子,栗,レッドファルクス,1,札幌ダ1000,2,R8.9.6,スパークルジョイ46270,スパークルジョイ46267,スパークルジョイ46268,スパークルジョイ46263,スパークルジョイ46264,スパークルジョイ46256,スパークルジョイ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,107,逃,8,2.02609E+17,21101891
20260906,札幌,7,1,１勝ｸﾗｽ,芝,1200,ネネキリマル,牡,鮫島克駿,河嶋宏樹,栗,ビッグアーサー,2,札幌芝1200,2,R8.9.6,ネネキリマル46270,ネネキリマル46267,ネネキリマル46268,ネネキリマル46263,ネネキリマル46264,ネネキリマル46256,ネネキリマル46257,なし,なし,なし,57.2,13.6,14.4,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,99,追,1,2.02609E+17,23106184
20260906,札幌,7,2,１勝ｸﾗｽ,芝,1200,ダブルチャレンジ,牝,吉田隼人,深山雅史,美,シャンハイボビー,2,札幌芝1200,1,R8.9.6,ダブルチャレンジ46270,ダブルチャレンジ46267,ダブルチャレンジ46268,ダブルチャレンジ46263,ダブルチャレンジ46264,ダブルチャレンジ46256,ダブルチャレンジ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,104,先,1,2.02609E+17,23104875
20260906,札幌,7,3,１勝ｸﾗｽ,芝,1200,ライトニングロッド,牝,横山琉人,高橋義忠,栗,サンダースノー,2,札幌芝1200,2,R8.9.6,ライトニングロッド46270,ライトニングロッド46267,ライトニングロッド46268,ライトニングロッド46263,ライトニングロッド46264,ライトニングロッド46256,ライトニングロッド46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,109,逃,2,2.02609E+17,23101143
20260906,札幌,7,4,１勝ｸﾗｽ,芝,1200,スプリングデイ,牝,黛弘人,伊藤大士,美,ディスクリートキャット,2,札幌芝1200,1,R8.9.6,スプリングデイ46270,スプリングデイ46267,スプリングデイ46268,スプリングデイ46263,スプリングデイ46264,スプリングデイ46256,スプリングデイ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,111,差,2,2.02609E+17,21103322
20260906,札幌,7,5,１勝ｸﾗｽ,芝,1200,ペガサスノース,牝,小沢大仁,高柳大輔,栗,ロードカナロア,2,札幌芝1200,2,R8.9.6,ペガサスノース46270,ペガサスノース46267,ペガサスノース46268,ペガサスノース46263,ペガサスノース46264,ペガサスノース46256,ペガサスノース46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,103,先,3,2.02609E+17,22101053
20260906,札幌,7,6,１勝ｸﾗｽ,芝,1200,バレンタインビスタ,牝,長浜鴻緒,蛯名正義,美,ロードカナロア,2,札幌芝1200,1,R8.9.6,バレンタインビスタ46270,バレンタインビスタ46267,バレンタインビスタ46268,バレンタインビスタ46263,バレンタインビスタ46264,バレンタインビスタ46256,バレンタインビスタ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,120,逃,3,2.02609E+17,23105817
20260906,札幌,7,7,１勝ｸﾗｽ,芝,1200,フレンドモナコ,牡,松本大輝,加藤和宏,美,ビーチパトロール,2,札幌芝1200,1,R8.9.6,フレンドモナコ46270,フレンドモナコ46267,フレンドモナコ46268,フレンドモナコ46263,フレンドモナコ46264,フレンドモナコ46256,フレンドモナコ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,89,追,4,2.02609E+17,23106197
20260906,札幌,7,8,１勝ｸﾗｽ,芝,1200,コスモファーブロス,牝,小林美駒,吉田直弘,栗,シスキン,2,札幌芝1200,2,R8.9.6,コスモファーブロス46270,コスモファーブロス46267,コスモファーブロス46268,コスモファーブロス46263,コスモファーブロス46264,コスモファーブロス46256,コスモファーブロス46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,114,追,4,2.02609E+17,23106420
20260906,札幌,7,9,１勝ｸﾗｽ,芝,1200,レッドアイスピア,牡,和田陽希,中竹和也,栗,リオンディーズ,2,札幌芝1200,2,R8.9.6,レッドアイスピア46270,レッドアイスピア46267,レッドアイスピア46268,レッドアイスピア46263,レッドアイスピア46264,レッドアイスピア46256,レッドアイスピア46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,108,先,5,2.02609E+17,23105670
20260906,札幌,7,10,１勝ｸﾗｽ,芝,1200,クレセントウイング,セ,落合玄太,高橋文雅,美,ロードカナロア,2,札幌芝1200,1,R8.9.6,クレセントウイング46270,クレセントウイング46267,クレセントウイング46268,クレセントウイング46263,クレセントウイング46264,クレセントウイング46256,クレセントウイング46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,104,差,5,2.02609E+17,20100707
20260906,札幌,7,11,１勝ｸﾗｽ,芝,1200,カリヨンアヴォン,牝,古川吉洋,勢司和浩,美,ルヴァンスレーヴ,2,札幌芝1200,1,R8.9.6,カリヨンアヴォン46270,カリヨンアヴォン46267,カリヨンアヴォン46268,カリヨンアヴォン46263,カリヨンアヴォン46264,カリヨンアヴォン46256,カリヨンアヴォン46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,82,先,6,2.02609E+17,23107220
20260906,札幌,7,12,１勝ｸﾗｽ,芝,1200,ウィングブルー,牝,斎藤新,斎藤誠,美,アドマイヤマーズ,2,札幌芝1200,1,R8.9.6,ウィングブルー46270,ウィングブルー46267,ウィングブルー46268,ウィングブルー46263,ウィングブルー46264,ウィングブルー46256,ウィングブルー46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,128,逃,6,2.02609E+17,23105317
20260906,札幌,7,13,１勝ｸﾗｽ,芝,1200,ジャンヌローサ,牝,丹内祐次,井上智史,栗,イスラボニータ,2,札幌芝1200,2,R8.9.6,ジャンヌローサ46270,ジャンヌローサ46267,ジャンヌローサ46268,ジャンヌローサ46263,ジャンヌローサ46264,ジャンヌローサ46256,ジャンヌローサ46257,64.4,15.4,15.5,55.4,13.4,13.4,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,103,差,7,2.02609E+17,21103488
20260906,札幌,7,14,１勝ｸﾗｽ,芝,1200,ディーズメンフィス,牝,河原田菜,村田一誠,美,Sottsass,2,札幌芝1200,1,R8.9.6,ディーズメンフィス46270,ディーズメンフィス46267,ディーズメンフィス46268,ディーズメンフィス46263,ディーズメンフィス46264,ディーズメンフィス46256,ディーズメンフィス46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,108,逃,7,2.02609E+17,23102812
20260906,札幌,7,15,１勝ｸﾗｽ,芝,1200,ルージュナリッシュ,牝,小野楓馬,手塚貴徳,美,ドレフォン,2,札幌芝1200,1,R8.9.6,ルージュナリッシュ46270,ルージュナリッシュ46267,ルージュナリッシュ46268,ルージュナリッシュ46263,ルージュナリッシュ46264,ルージュナリッシュ46256,ルージュナリッシュ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,93,差,8,2.02609E+17,22105162
20260906,札幌,7,16,１勝ｸﾗｽ,芝,1200,ラヴノー,牝,佐々木大,林徹,美,モーリス,2,札幌芝1200,1,R8.9.6,ラヴノー46270,ラヴノー46267,ラヴノー46268,ラヴノー46263,ラヴノー46264,ラヴノー46256,ラヴノー46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,105,先,8,2.02609E+17,23105325
20260906,札幌,8,1,１勝ｸﾗｽ,芝,1500,ザカリナン,牡,斎藤新,小栗実,栗,モズアスコット,2,札幌芝1500,2,R8.9.6,ザカリナン46270,ザカリナン46267,ザカリナン46268,ザカリナン46263,ザカリナン46264,ザカリナン46256,ザカリナン46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,103,追,1,2.02609E+17,22101103
20260906,札幌,8,2,１勝ｸﾗｽ,芝,1500,コスモキャバリエ,牡,和田陽希,室井潔,美,ダノンバラード,2,札幌芝1500,1,R8.9.6,コスモキャバリエ46270,コスモキャバリエ46267,コスモキャバリエ46268,コスモキャバリエ46263,コスモキャバリエ46264,コスモキャバリエ46256,コスモキャバリエ46257,69.5,16.9,16.7,69.2,17.2,17.2,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,98,先,2,2.02609E+17,22106832
20260906,札幌,8,3,１勝ｸﾗｽ,芝,1500,シュガービスケッツ,牝,鮫島克駿,東田明士,栗,マインドユアビスケッツ,2,札幌芝1500,2,R8.9.6,シュガービスケッツ46270,シュガービスケッツ46267,シュガービスケッツ46268,シュガービスケッツ46263,シュガービスケッツ46264,シュガービスケッツ46256,シュガービスケッツ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,101,逃,3,2.02609E+17,23106028
20260906,札幌,8,4,１勝ｸﾗｽ,芝,1500,タイキプレジール,牡,小林美駒,矢野英一,美,ダノンプレミアム,2,札幌芝1500,1,R8.9.6,タイキプレジール46270,タイキプレジール46267,タイキプレジール46268,タイキプレジール46263,タイキプレジール46264,タイキプレジール46256,タイキプレジール46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,99,差,3,2.02609E+17,23102182
20260906,札幌,8,5,１勝ｸﾗｽ,芝,1500,グロリアスマーチ,牡,佐々木大,須貝尚介,栗,モーリス,2,札幌芝1500,2,R8.9.6,グロリアスマーチ46270,グロリアスマーチ46267,グロリアスマーチ46268,グロリアスマーチ46263,グロリアスマーチ46264,グロリアスマーチ46256,グロリアスマーチ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,103,先,4,2.02609E+17,23103680
20260906,札幌,8,6,１勝ｸﾗｽ,芝,1500,アルマロクザン,牝,遠藤汰月,伊藤伸一,美,ドレフォン,2,札幌芝1500,1,R8.9.6,アルマロクザン46270,アルマロクザン46267,アルマロクザン46268,アルマロクザン46263,アルマロクザン46264,アルマロクザン46256,アルマロクザン46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,93,先,4,2.02609E+17,20100759
20260906,札幌,8,7,１勝ｸﾗｽ,芝,1500,アクアアイ,牝,横山和生,四位洋文,栗,ドレフォン,2,札幌芝1500,2,R8.9.6,アクアアイ46270,アクアアイ46267,アクアアイ46268,アクアアイ46263,アクアアイ46264,アクアアイ46256,アクアアイ46257,67.1,16,16.2,58.7,13.6,14.1,68.5,15.9,16.5,56.1,12.6,12.9,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,TRUE,なし,〇,なし,112,先,5,2.02609E+17,23106837
20260906,札幌,8,8,１勝ｸﾗｽ,芝,1500,ゴーゴーリチャード,牡,小沢大仁,庄野靖志,栗,スワーヴリチャード,2,札幌芝1500,2,R8.9.6,ゴーゴーリチャード46270,ゴーゴーリチャード46267,ゴーゴーリチャード46268,ゴーゴーリチャード46263,ゴーゴーリチャード46264,ゴーゴーリチャード46256,ゴーゴーリチャード46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,90,先,5,2.02609E+17,23101399
20260906,札幌,8,9,１勝ｸﾗｽ,芝,1500,クラウンアールシー,牡,小野楓馬,水野貴広,美,ブリックスアンドモルタル,2,札幌芝1500,1,R8.9.6,クラウンアールシー46270,クラウンアールシー46267,クラウンアールシー46268,クラウンアールシー46263,クラウンアールシー46264,クラウンアールシー46256,クラウンアールシー46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,98,逃,6,2.02609E+17,22101286
20260906,札幌,8,10,１勝ｸﾗｽ,芝,1500,レッドカメリア,牝,黛弘人,佐藤吉勝,美,レーヴミストラル,2,札幌芝1500,1,R8.9.6,レッドカメリア46270,レッドカメリア46267,レッドカメリア46268,レッドカメリア46263,レッドカメリア46264,レッドカメリア46256,レッドカメリア46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,84,差,6,2.02609E+17,20100084
20260906,札幌,8,11,１勝ｸﾗｽ,芝,1500,ルールザウェイヴ,牝,丹内祐次,宮田敬介,美,ロードカナロア,2,札幌芝1500,1,R8.9.6,ルールザウェイヴ46270,ルールザウェイヴ46267,ルールザウェイヴ46268,ルールザウェイヴ46263,ルールザウェイヴ46264,ルールザウェイヴ46256,ルールザウェイヴ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,126,先,7,2.02609E+17,23105344
20260906,札幌,8,12,１勝ｸﾗｽ,芝,1500,トクシージェネラル,牡,横山琉人,小島茂之,美,Omaha Beach,2,札幌芝1500,1,R8.9.6,トクシージェネラル46270,トクシージェネラル46267,トクシージェネラル46268,トクシージェネラル46263,トクシージェネラル46264,トクシージェネラル46256,トクシージェネラル46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,91,先,7,2.02609E+17,21107279
20260906,札幌,8,13,１勝ｸﾗｽ,芝,1500,ブライトフレア,牡,浜中俊,佐藤悠太,栗,ポエティックフレア,2,札幌芝1500,2,R8.9.6,ブライトフレア46270,ブライトフレア46267,ブライトフレア46268,ブライトフレア46263,ブライトフレア46264,ブライトフレア46256,ブライトフレア46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,97,先,8,2.02609E+17,23103388
20260906,札幌,8,14,１勝ｸﾗｽ,芝,1500,クリスレジーナ,牝,横山武史,高野友和,栗,エピファネイア,2,札幌芝1500,2,R8.9.6,クリスレジーナ46270,クリスレジーナ46267,クリスレジーナ46268,クリスレジーナ46263,クリスレジーナ46264,クリスレジーナ46256,クリスレジーナ46257,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,FALSE,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,113,追,8,2.02609E+17,23102091
